sid,id,minority,female,ses,mathach,size,catholic,pracad,disclim,himinty,meanses
S1390,2658,other,male,-0.528,7.98,780,catholic,0.79,-0.961,0,0.444
S1391,2658,other,female,0.462,14.366,780,catholic,0.79,-0.961,0,0.444
S1392,2658,other,male,-0.238,12.164,780,catholic,0.79,-0.961,0,0.444
S1393,2658,other,female,1.022,16.154,780,catholic,0.79,-0.961,0,0.444
S1394,2658,other,female,0.672,13.662,780,catholic,0.79,-0.961,0,0.444
S1395,2658,other,male,-0.648,22.388,780,catholic,0.79,-0.961,0,0.444
S1396,2658,other,female,-0.408,18.324,780,catholic,0.79,-0.961,0,0.444
S1397,2658,other,male,1.512,10.639,780,catholic,0.79,-0.961,0,0.444
S1398,2658,minority,female,-0.258,4.616,780,catholic,0.79,-0.961,0,0.444
S1399,2658,other,female,-0.308,13.242,780,catholic,0.79,-0.961,0,0.444
S1400,2658,other,male,0.152,15.631,780,catholic,0.79,-0.961,0,0.444
S1401,2658,other,male,0.922,13.355,780,catholic,0.79,-0.961,0,0.444
S1402,2658,minority,female,-0.068,18.233,780,catholic,0.79,-0.961,0,0.444
S1403,2658,other,female,0.482,22.924,780,catholic,0.79,-0.961,0,0.444
S1404,2658,minority,female,1.102,13.33,780,catholic,0.79,-0.961,0,0.444
S1405,2658,minority,male,1.512,16.226,780,catholic,0.79,-0.961,0,0.444
S1406,2658,other,male,0.662,9.418,780,catholic,0.79,-0.961,0,0.444
S1407,2658,minority,female,0.382,3.291,780,catholic,0.79,-0.961,0,0.444
S1408,2658,other,male,0.782,12.612,780,catholic,0.79,-0.961,0,0.444
S1409,2658,other,male,0.222,16.533,780,catholic,0.79,-0.961,0,0.444
S1410,2658,other,female,0.652,16.172,780,catholic,0.79,-0.961,0,0.444
S1411,2658,other,female,0.302,16.757,780,catholic,0.79,-0.961,0,0.444
S1412,2658,other,male,-0.328,18.079,780,catholic,0.79,-0.961,0,0.444
S1413,2658,minority,female,0.302,13.816,780,catholic,0.79,-0.961,0,0.444
S1414,2658,minority,female,-1.178,-0.929,780,catholic,0.79,-0.961,0,0.444
S1415,2658,other,female,-0.568,-0.279,780,catholic,0.79,-0.961,0,0.444
S1416,2658,other,female,0.712,18.037,780,catholic,0.79,-0.961,0,0.444
S1417,2658,other,female,0.782,18.19,780,catholic,0.79,-0.961,0,0.444
S1418,2658,other,male,0.882,13.081,780,catholic,0.79,-0.961,0,0.444
S1419,2658,other,male,1.342,11.027,780,catholic,0.79,-0.961,0,0.444
S1420,2658,minority,male,0.692,5.77,780,catholic,0.79,-0.961,0,0.444
S1421,2658,minority,male,0.142,10.72,780,catholic,0.79,-0.961,0,0.444
S1422,2658,other,female,0.322,13.466,780,catholic,0.79,-0.961,0,0.444
S1423,2658,other,female,0.842,15.498,780,catholic,0.79,-0.961,0,0.444
S1424,2658,other,female,0.482,19.082,780,catholic,0.79,-0.961,0,0.444
S1425,2658,other,female,0.512,16.587,780,catholic,0.79,-0.961,0,0.444
S1426,2658,other,male,1.342,21.081,780,catholic,0.79,-0.961,0,0.444
S1427,2755,minority,male,-0.188,18.264,270,catholic,0.96,-0.354,0,0.562
S1428,2755,minority,male,0.872,9.891,270,catholic,0.96,-0.354,0,0.562
S1429,2755,other,male,0.442,13.237,270,catholic,0.96,-0.354,0,0.562
S1430,2755,other,male,0.192,23.665,270,catholic,0.96,-0.354,0,0.562
S1431,2755,minority,male,1.182,7.236,270,catholic,0.96,-0.354,0,0.562
S1432,2755,minority,male,-0.248,12.625,270,catholic,0.96,-0.354,0,0.562
S1433,2755,other,male,1.072,22.643,270,catholic,0.96,-0.354,0,0.562
S1434,2755,other,male,0.602,17.796,270,catholic,0.96,-0.354,0,0.562
S1435,2755,other,male,0.662,15.684,270,catholic,0.96,-0.354,0,0.562
S1436,2755,minority,male,0.112,14.642,270,catholic,0.96,-0.354,0,0.562
S1437,2755,minority,male,1.512,23.785,270,catholic,0.96,-0.354,0,0.562
S1438,2755,minority,male,0.882,10.989,270,catholic,0.96,-0.354,0,0.562
S1439,2755,other,male,-0.218,7.124,270,catholic,0.96,-0.354,0,0.562
S1440,2755,other,male,0.582,20.627,270,catholic,0.96,-0.354,0,0.562
S1441,2755,minority,male,-0.088,9.433,270,catholic,0.96,-0.354,0,0.562
S1442,2755,other,male,-0.008,12.083,270,catholic,0.96,-0.354,0,0.562
S1443,2755,other,male,0.622,11.374,270,catholic,0.96,-0.354,0,0.562
S1444,2755,other,male,-0.218,23.108,270,catholic,0.96,-0.354,0,0.562
S1445,2755,minority,male,-0.468,22.295,270,catholic,0.96,-0.354,0,0.562
S1446,2755,other,male,0.602,9.947,270,catholic,0.96,-0.354,0,0.562
S1447,2755,other,male,0.052,20.438,270,catholic,0.96,-0.354,0,0.562
S1448,2755,minority,male,-0.168,14.17,270,catholic,0.96,-0.354,0,0.562
S1449,2755,other,male,1.142,18.734,270,catholic,0.96,-0.354,0,0.562
S1450,2755,other,male,0.932,17.499,270,catholic,0.96,-0.354,0,0.562
S1451,2755,minority,male,0.312,20.124,270,catholic,0.96,-0.354,0,0.562
S1452,2755,other,male,1.022,20.3,270,catholic,0.96,-0.354,0,0.562
S1453,2755,other,male,0.442,20.929,270,catholic,0.96,-0.354,0,0.562
S1454,2755,minority,male,0.592,5.869,270,catholic,0.96,-0.354,0,0.562
S1455,2755,other,male,-0.028,22.428,270,catholic,0.96,-0.354,0,0.562
S1456,2755,other,male,1.512,21.614,270,catholic,0.96,-0.354,0,0.562
S1457,2755,other,male,0.482,20.021,270,catholic,0.96,-0.354,0,0.562
S1458,2755,other,male,1.072,17.117,270,catholic,0.96,-0.354,0,0.562
S1459,2755,other,male,0.772,17.988,270,catholic,0.96,-0.354,0,0.562
S1460,2755,minority,male,-1.058,3.111,270,catholic,0.96,-0.354,0,0.562
S1461,2755,other,male,1.152,19.737,270,catholic,0.96,-0.354,0,0.562
S1462,2755,minority,male,0.302,20.136,270,catholic,0.96,-0.354,0,0.562
S1463,2755,other,male,1.072,21.14,270,catholic,0.96,-0.354,0,0.562
S1464,2755,minority,male,1.512,8.448,270,catholic,0.96,-0.354,0,0.562
S1465,2755,other,male,1.262,15.941,270,catholic,0.96,-0.354,0,0.562
S1466,2755,other,male,1.082,22.694,270,catholic,0.96,-0.354,0,0.562
S1467,2755,other,male,1.312,14.546,270,catholic,0.96,-0.354,0,0.562
S1468,2755,other,male,0.302,22.167,270,catholic,0.96,-0.354,0,0.562
S1469,2755,minority,male,1.372,21.738,270,catholic,0.96,-0.354,0,0.562
S1470,2755,other,male,-0.828,24.479,270,catholic,0.96,-0.354,0,0.562
S1471,2755,other,male,1.302,8.879,270,catholic,0.96,-0.354,0,0.562
S1472,2755,other,male,0.622,24.993,270,catholic,0.96,-0.354,0,0.562
S1473,2755,minority,male,0.692,2.708,270,catholic,0.96,-0.354,0,0.562
S1474,2768,other,male,0.422,1.467,1680,public,0.31,0.086,0,-0.048
S1475,2768,other,female,-1.958,5.666,1680,public,0.31,0.086,0,-0.048
S1476,2768,other,female,0.362,6.49,1680,public,0.31,0.086,0,-0.048
S1477,2768,other,female,0.282,14.487,1680,public,0.31,0.086,0,-0.048
S1478,2768,other,male,-0.068,19.67,1680,public,0.31,0.086,0,-0.048
S1479,2768,other,female,0.332,10.159,1680,public,0.31,0.086,0,-0.048
S1480,2768,other,female,0.782,17.824,1680,public,0.31,0.086,0,-0.048
S1481,2768,other,female,-1.168,5.853,1680,public,0.31,0.086,0,-0.048
S1482,2768,other,male,-0.378,2.482,1680,public,0.31,0.086,0,-0.048
S1483,2768,other,male,-0.008,20.586,1680,public,0.31,0.086,0,-0.048
S1484,2768,minority,female,-0.808,3.358,1680,public,0.31,0.086,0,-0.048
S1485,2768,other,male,1.202,17.956,1680,public,0.31,0.086,0,-0.048
S1486,2768,other,female,-0.458,6.012,1680,public,0.31,0.086,0,-0.048
S1487,2768,other,male,-1.378,4.097,1680,public,0.31,0.086,0,-0.048
S1488,2768,other,female,1.362,11.419,1680,public,0.31,0.086,0,-0.048
S1489,2768,other,male,0.082,19.581,1680,public,0.31,0.086,0,-0.048
S1490,2768,minority,female,-0.478,10.447,1680,public,0.31,0.086,0,-0.048
S1491,2768,other,female,0.082,3.835,1680,public,0.31,0.086,0,-0.048
S1492,2768,other,male,0.112,8.735,1680,public,0.31,0.086,0,-0.048
S1493,2768,other,male,-0.738,24.812,1680,public,0.31,0.086,0,-0.048
S1494,2768,other,male,0.502,2.542,1680,public,0.31,0.086,0,-0.048
S1495,2768,other,male,1.512,22.038,1680,public,0.31,0.086,0,-0.048
S1496,2768,other,male,0.092,12.812,1680,public,0.31,0.086,0,-0.048
S1497,2768,other,male,-1.758,2.531,1680,public,0.31,0.086,0,-0.048
S1498,2768,other,female,0.732,17.314,1680,public,0.31,0.086,0,-0.048
S1499,2771,minority,male,-0.158,6.629,415,public,0.24,1.048,0,-0.333
S1500,2771,other,male,-1.048,11.07,415,public,0.24,1.048,0,-0.333
S1501,2771,other,male,0.452,10.93,415,public,0.24,1.048,0,-0.333
S1502,2771,other,male,-1.288,6.584,415,public,0.24,1.048,0,-0.333
S1503,2771,other,female,-0.438,9.528,415,public,0.24,1.048,0,-0.333
S1504,2771,other,male,-0.178,6.966,415,public,0.24,1.048,0,-0.333
S1505,2771,other,female,-0.328,17.129,415,public,0.24,1.048,0,-0.333
S1506,2771,other,male,-0.118,12.749,415,public,0.24,1.048,0,-0.333
S1507,2771,other,female,-0.778,13.353,415,public,0.24,1.048,0,-0.333
S1508,2771,other,male,-0.538,23.217,415,public,0.24,1.048,0,-0.333
S1509,2771,other,female,-0.478,18.901,415,public,0.24,1.048,0,-0.333
S1510,2771,other,male,-1.228,10.738,415,public,0.24,1.048,0,-0.333
S1511,2771,other,male,-0.128,11.93,415,public,0.24,1.048,0,-0.333
S1512,2771,other,female,-0.418,10.896,415,public,0.24,1.048,0,-0.333
S1513,2771,other,female,0.132,6.324,415,public,0.24,1.048,0,-0.333
S1514,2771,other,male,0.252,24.993,415,public,0.24,1.048,0,-0.333
S1515,2771,other,male,0.002,6.759,415,public,0.24,1.048,0,-0.333
S1516,2771,other,male,-0.498,4.494,415,public,0.24,1.048,0,-0.333
S1517,2771,other,male,0.302,11.226,415,public,0.24,1.048,0,-0.333
S1518,2771,other,male,-0.788,0.488,415,public,0.24,1.048,0,-0.333
S1519,2771,other,female,-0.048,22.896,415,public,0.24,1.048,0,-0.333
S1520,2771,other,female,0.152,21.657,415,public,0.24,1.048,0,-0.333
S1521,2771,other,female,-0.308,12.176,415,public,0.24,1.048,0,-0.333
S1522,2771,other,female,0.622,21.071,415,public,0.24,1.048,0,-0.333
S1523,2771,other,female,-0.678,-2.832,415,public,0.24,1.048,0,-0.333
S1524,2771,other,female,-0.618,7.558,415,public,0.24,1.048,0,-0.333
S1525,2771,other,female,0.382,18.739,415,public,0.24,1.048,0,-0.333
S1526,2771,other,female,-0.498,5.744,415,public,0.24,1.048,0,-0.333
S1527,2771,other,male,-0.528,7.68,415,public,0.24,1.048,0,-0.333
S1528,2771,other,male,-0.748,14.324,415,public,0.24,1.048,0,-0.333
S1529,2771,other,female,-0.798,8.252,415,public,0.24,1.048,0,-0.333
S1530,2771,other,male,-0.568,18.192,415,public,0.24,1.048,0,-0.333
S1531,2771,other,female,0.032,19.244,415,public,0.24,1.048,0,-0.333
S1532,2771,other,female,0.342,17.634,415,public,0.24,1.048,0,-0.333
S1533,2771,other,male,-0.188,4.988,415,public,0.24,1.048,0,-0.333
S1534,2771,other,male,-1.238,8.923,415,public,0.24,1.048,0,-0.333
S1535,2771,other,female,-1.158,10.187,415,public,0.24,1.048,0,-0.333
S1536,2771,other,female,0.112,9.595,415,public,0.24,1.048,0,-0.333
S1537,2771,other,female,-1.498,6.086,415,public,0.24,1.048,0,-0.333
S1538,2771,other,male,-0.858,22.886,415,public,0.24,1.048,0,-0.333
S1539,2771,other,female,-0.438,1.317,415,public,0.24,1.048,0,-0.333
S1540,2771,other,female,-0.658,14.66,415,public,0.24,1.048,0,-0.333
S1541,2771,other,female,-0.128,17.606,415,public,0.24,1.048,0,-0.333
S1542,2771,other,female,-0.078,13.495,415,public,0.24,1.048,0,-0.333
S1543,2771,other,male,0.222,7.267,415,public,0.24,1.048,0,-0.333
S1544,2771,other,male,0.342,7.952,415,public,0.24,1.048,0,-0.333
S1545,2771,other,male,0.002,14.442,415,public,0.24,1.048,0,-0.333
S1546,2771,other,female,-0.338,10.2,415,public,0.24,1.048,0,-0.333
S1547,2771,other,male,0.302,9.589,415,public,0.24,1.048,0,-0.333
S1548,2771,other,female,-1.098,21.02,415,public,0.24,1.048,0,-0.333
S1549,2771,other,male,-0.768,-0.809,415,public,0.24,1.048,0,-0.333
S1550,2771,other,female,-0.608,8.321,415,public,0.24,1.048,0,-0.333
S1551,2771,other,male,0.312,20.884,415,public,0.24,1.048,0,-0.333
S1552,2771,other,male,0.302,23.623,415,public,0.24,1.048,0,-0.333
S1553,2771,other,female,-0.678,1.955,415,public,0.24,1.048,0,-0.333
S1554,2818,other,female,-0.408,17.432,760,public,0.41,1.541,0,0.115
S1555,2818,other,male,0.572,21.255,760,public,0.41,1.541,0,0.115
S1556,2818,other,female,0.912,16.656,760,public,0.41,1.541,0,0.115
S1557,2818,other,female,0.052,17.465,760,public,0.41,1.541,0,0.115
S1558,2818,other,female,0.382,14.834,760,public,0.41,1.541,0,0.115
S1559,2818,other,female,-0.048,16.251,760,public,0.41,1.541,0,0.115
S1560,2818,other,male,0.002,10.226,760,public,0.41,1.541,0,0.115
S1561,2818,other,male,-0.848,8.355,760,public,0.41,1.541,0,0.115
S1562,2818,other,female,-0.888,5.834,760,public,0.41,1.541,0,0.115
S1563,2818,other,male,-0.058,21.605,760,public,0.41,1.541,0,0.115
S1564,2818,other,male,-0.238,22.483,760,public,0.41,1.541,0,0.115
S1565,2818,minority,female,0.702,8.127,760,public,0.41,1.541,0,0.115
S1566,2818,other,female,0.692,21.059,760,public,0.41,1.541,0,0.115
S1567,2818,other,female,0.212,5.849,760,public,0.41,1.541,0,0.115
S1568,2818,other,female,0.422,11.555,760,public,0.41,1.541,0,0.115
S1569,2818,other,male,1.022,17.703,760,public,0.41,1.541,0,0.115
S1570,2818,other,male,0.712,13.528,760,public,0.41,1.541,0,0.115
S1571,2818,other,female,0.252,18.498,760,public,0.41,1.541,0,0.115
S1572,2818,other,female,-0.428,12.654,760,public,0.41,1.541,0,0.115
S1573,2818,other,male,-0.358,12.472,760,public,0.41,1.541,0,0.115
S1574,2818,other,male,0.842,8.635,760,public,0.41,1.541,0,0.115
S1575,2818,other,female,0.662,16.931,760,public,0.41,1.541,0,0.115
S1576,2818,other,male,-0.738,19.715,760,public,0.41,1.541,0,0.115
S1577,2818,other,male,-0.188,21.739,760,public,0.41,1.541,0,0.115
S1578,2818,other,male,0.062,11.127,760,public,0.41,1.541,0,0.115
S1579,2818,other,male,0.322,6.522,760,public,0.41,1.541,0,0.115
S1580,2818,other,male,-0.628,10.707,760,public,0.41,1.541,0,0.115
S1581,2818,other,male,1.512,12.557,760,public,0.41,1.541,0,0.115
S1582,2818,other,male,0.902,19.676,760,public,0.41,1.541,0,0.115
S1583,2818,other,female,0.892,16.733,760,public,0.41,1.541,0,0.115
S1584,2818,other,male,0.042,19.715,760,public,0.41,1.541,0,0.115
S1585,2818,other,female,0.582,8.775,760,public,0.41,1.541,0,0.115
S1586,2818,other,female,0.942,21.085,760,public,0.41,1.541,0,0.115
S1587,2818,other,male,-0.838,7.576,760,public,0.41,1.541,0,0.115
S1588,2818,other,female,-0.598,14.698,760,public,0.41,1.541,0,0.115
S1589,2818,other,female,-0.238,7.645,760,public,0.41,1.541,0,0.115
S1590,2818,other,female,0.362,17.883,760,public,0.41,1.541,0,0.115
S1591,2818,other,male,-0.548,2.991,760,public,0.41,1.541,0,0.115
S1592,2818,other,female,-0.888,6.464,760,public,0.41,1.541,0,0.115
S1593,2818,other,male,-0.568,5.608,760,public,0.41,1.541,0,0.115
S1594,2818,other,female,0.272,14.189,760,public,0.41,1.541,0,0.115
S1595,2818,other,female,-0.258,17.847,760,public,0.41,1.541,0,0.115
S1596,2917,minority,female,-1.868,11.57,2194,public,0.05,0.08,1,-0.792
S1597,2917,minority,female,0.312,1.536,2194,public,0.05,0.08,1,-0.792
S1598,2917,minority,male,-0.808,4.925,2194,public,0.05,0.08,1,-0.792
S1599,2917,minority,male,-0.988,13.57,2194,public,0.05,0.08,1,-0.792
S1600,2917,minority,female,-0.248,13.604,2194,public,0.05,0.08,1,-0.792
S1601,2917,minority,female,-0.858,17.634,2194,public,0.05,0.08,1,-0.792
S1602,2917,minority,male,0.132,-1.423,2194,public,0.05,0.08,1,-0.792
S1603,2917,minority,female,-0.578,4.064,2194,public,0.05,0.08,1,-0.792
S1604,2917,other,female,0.102,21.499,2194,public,0.05,0.08,1,-0.792
S1605,2917,minority,female,-0.298,4.289,2194,public,0.05,0.08,1,-0.792
S1606,2917,minority,male,-1.078,5.852,2194,public,0.05,0.08,1,-0.792
S1607,2917,minority,male,-1.498,4.098,2194,public,0.05,0.08,1,-0.792
S1608,2917,minority,female,-1.568,1.624,2194,public,0.05,0.08,1,-0.792
S1609,2917,other,male,0.982,3.489,2194,public,0.05,0.08,1,-0.792
S1610,2917,other,male,0.072,11.744,2194,public,0.05,0.08,1,-0.792
S1611,2917,minority,female,-0.238,0.609,2194,public,0.05,0.08,1,-0.792
S1612,2917,minority,male,-1.578,18.137,2194,public,0.05,0.08,1,-0.792
S1613,2917,minority,male,-1.928,-1.732,2194,public,0.05,0.08,1,-0.792
S1614,2917,minority,female,0.962,14.873,2194,public,0.05,0.08,1,-0.792
S1615,2917,minority,female,-0.768,6.258,2194,public,0.05,0.08,1,-0.792
S1616,2917,minority,female,-0.838,-0.576,2194,public,0.05,0.08,1,-0.792
S1617,2917,minority,female,-1.608,4.627,2194,public,0.05,0.08,1,-0.792
S1618,2917,minority,male,-0.618,0.384,2194,public,0.05,0.08,1,-0.792
S1619,2917,minority,female,0.702,10.342,2194,public,0.05,0.08,1,-0.792
S1620,2917,minority,female,-0.888,0.239,2194,public,0.05,0.08,1,-0.792
S1621,2917,minority,male,-0.578,24.247,2194,public,0.05,0.08,1,-0.792
S1622,2917,minority,male,-1.178,10.428,2194,public,0.05,0.08,1,-0.792
S1623,2917,minority,female,-0.898,14.199,2194,public,0.05,0.08,1,-0.792
S1624,2917,minority,female,-0.518,17.695,2194,public,0.05,0.08,1,-0.792
S1625,2917,minority,female,-0.388,15.034,2194,public,0.05,0.08,1,-0.792
S1626,2917,minority,male,-1.338,14.447,2194,public,0.05,0.08,1,-0.792
S1627,2917,minority,female,-2.108,0.578,2194,public,0.05,0.08,1,-0.792
S1628,2917,minority,male,-1.368,5.163,2194,public,0.05,0.08,1,-0.792
S1629,2917,minority,male,1.732,0.426,2194,public,0.05,0.08,1,-0.792
S1630,2917,minority,male,-1.338,13.096,2194,public,0.05,0.08,1,-0.792
S1631,2917,minority,male,-0.468,18.929,2194,public,0.05,0.08,1,-0.792
S1632,2917,minority,female,-0.828,16.19,2194,public,0.05,0.08,1,-0.792
S1633,2917,minority,female,-1.488,6.245,2194,public,0.05,0.08,1,-0.792
S1634,2917,minority,female,-0.588,5.514,2194,public,0.05,0.08,1,-0.792
S1635,2917,minority,female,-2.468,0.936,2194,public,0.05,0.08,1,-0.792
S1636,2917,minority,female,-1.368,5.898,2194,public,0.05,0.08,1,-0.792
S1637,2917,minority,female,-1.818,2.191,2194,public,0.05,0.08,1,-0.792
S1638,2917,minority,female,-2.328,0.643,2194,public,0.05,0.08,1,-0.792
S1639,2990,other,male,1.222,21.791,963,catholic,0.8,-0.434,1,0.661
S1640,2990,minority,male,0.432,21.14,963,catholic,0.8,-0.434,1,0.661
S1641,2990,minority,male,1.452,22.418,963,catholic,0.8,-0.434,1,0.661
S1642,2990,minority,male,0.122,20.752,963,catholic,0.8,-0.434,1,0.661
S1643,2990,minority,male,0.192,23.029,963,catholic,0.8,-0.434,1,0.661
S1644,2990,minority,male,-0.458,13.969,963,catholic,0.8,-0.434,1,0.661
S1645,2990,minority,male,1.122,24.993,963,catholic,0.8,-0.434,1,0.661
S1646,2990,minority,male,-0.178,19.192,963,catholic,0.8,-0.434,1,0.661
S1647,2990,minority,male,0.092,22.639,963,catholic,0.8,-0.434,1,0.661
S1648,2990,minority,male,1.452,15.507,963,catholic,0.8,-0.434,1,0.661
S1649,2990,other,male,1.242,20.192,963,catholic,0.8,-0.434,1,0.661
S1650,2990,minority,male,0.902,24.401,963,catholic,0.8,-0.434,1,0.661
S1651,2990,minority,male,0.222,17.099,963,catholic,0.8,-0.434,1,0.661
S1652,2990,minority,male,0.892,22.016,963,catholic,0.8,-0.434,1,0.661
S1653,2990,other,male,1.082,24.401,963,catholic,0.8,-0.434,1,0.661
S1654,2990,minority,male,-0.598,15.119,963,catholic,0.8,-0.434,1,0.661
S1655,2990,other,male,1.422,13.823,963,catholic,0.8,-0.434,1,0.661
S1656,2990,minority,male,0.802,21.02,963,catholic,0.8,-0.434,1,0.661
S1657,2990,minority,male,1.512,16.93,963,catholic,0.8,-0.434,1,0.661
S1658,2990,minority,male,1.022,20.249,963,catholic,0.8,-0.434,1,0.661
S1659,2990,other,male,0.852,21.345,963,catholic,0.8,-0.434,1,0.661
S1660,2990,minority,male,-0.928,16.162,963,catholic,0.8,-0.434,1,0.661
S1661,2990,minority,male,0.852,16.317,963,catholic,0.8,-0.434,1,0.661
S1662,2990,other,male,0.822,22.845,963,catholic,0.8,-0.434,1,0.661
S1663,2990,minority,male,1.232,19.29,963,catholic,0.8,-0.434,1,0.661
S1664,2990,other,male,0.212,24.479,963,catholic,0.8,-0.434,1,0.661
S1665,2990,minority,male,-0.428,11.616,963,catholic,0.8,-0.434,1,0.661
S1666,2990,minority,male,1.212,18.008,963,catholic,0.8,-0.434,1,0.661
S1667,2990,minority,male,1.112,19.12,963,catholic,0.8,-0.434,1,0.661
S1668,2990,minority,male,0.142,19.689,963,catholic,0.8,-0.434,1,0.661
S1669,2990,other,male,1.262,23.002,963,catholic,0.8,-0.434,1,0.661
S1670,2990,minority,male,0.642,18.86,963,catholic,0.8,-0.434,1,0.661
S1671,2990,other,male,-0.768,16.825,963,catholic,0.8,-0.434,1,0.661
S1672,2990,minority,male,0.552,22.219,963,catholic,0.8,-0.434,1,0.661
S1673,2990,other,male,1.332,18.092,963,catholic,0.8,-0.434,1,0.661
S1674,2990,other,male,0.252,17.209,963,catholic,0.8,-0.434,1,0.661
S1675,2990,other,male,0.262,9.139,963,catholic,0.8,-0.434,1,0.661
S1676,2990,minority,male,1.262,18.608,963,catholic,0.8,-0.434,1,0.661
S1677,2990,minority,male,0.792,20.577,963,catholic,0.8,-0.434,1,0.661
S1678,2990,other,male,0.482,13.859,963,catholic,0.8,-0.434,1,0.661
S1679,2990,minority,male,-0.058,20.682,963,catholic,0.8,-0.434,1,0.661
S1680,2990,minority,male,1.512,17.246,963,catholic,0.8,-0.434,1,0.661
S1681,2990,minority,male,1.512,9.574,963,catholic,0.8,-0.434,1,0.661
S1682,2990,minority,male,-0.288,6.315,963,catholic,0.8,-0.434,1,0.661
S1683,2990,other,male,1.072,17.979,963,catholic,0.8,-0.434,1,0.661
S1684,2990,other,male,1.002,21.396,963,catholic,0.8,-0.434,1,0.661
S1685,2990,other,male,1.332,10.175,963,catholic,0.8,-0.434,1,0.661
S1686,2990,minority,male,0.242,14.192,963,catholic,0.8,-0.434,1,0.661
S1687,2995,minority,male,0.042,16.13,365,public,0.18,0.422,0,-0.296
S1688,2995,minority,male,1.832,3.507,365,public,0.18,0.422,0,-0.296
S1689,2995,other,female,-0.298,13.641,365,public,0.18,0.422,0,-0.296
S1690,2995,other,male,-0.328,9.476,365,public,0.18,0.422,0,-0.296
S1691,2995,other,male,-0.438,13.207,365,public,0.18,0.422,0,-0.296
S1692,2995,other,female,0.482,16.358,365,public,0.18,0.422,0,-0.296
S1693,2995,other,male,0.032,24.107,365,public,0.18,0.422,0,-0.296
S1694,2995,minority,female,-1.408,7.63,365,public,0.18,0.422,0,-0.296
S1695,2995,other,female,-1.688,17.47,365,public,0.18,0.422,0,-0.296
S1696,2995,other,male,0.532,7.089,365,public,0.18,0.422,0,-0.296
S1697,2995,minority,female,-1.298,3.493,365,public,0.18,0.422,0,-0.296
S1698,2995,other,female,0.162,4.933,365,public,0.18,0.422,0,-0.296
